congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
116,House,21162,24,6,OH,200,,,"JOHNSON, Bill",J000292,1954,,0.433,0.28,-63.06522,0.90299,618,26,,0.442,0.384
116,House,21163,24,15,OH,200,,,"STIVERS, Steve",S001187,1965,,0.298,0.272,-104.94786,0.83679,589,47,,0.293,0.279
116,House,21165,24,7,OH,200,,,"GIBBS, Bob",G000563,1954,,0.475,0.318,-71.91272,0.89082,622,26,,0.518,0.463
116,House,21351,24,2,OH,200,,,"WENSTRUP, Brad",W000815,1958,,0.552,0.172,-82.66911,0.87345,611,30,,0.509,0.188
116,House,21352,24,3,OH,100,,,"BEATTY, Joyce",B001281,1950,,-0.43,0.069,-11.66444,0.98068,598,3,,-0.452,-0.021
116,House,21353,24,14,OH,200,,,"JOYCE, David",J000295,1957,,0.265,0.265,-89.06962,0.86777,628,30,,0.297,0.218
116,House,21564,24,8,OH,200,,,"DAVIDSON, Warren",D000626,1970,,0.709,-0.349,-146.01202,0.79107,623,75,,0.681,-0.386
116,House,21759,24,12,OH,200,,,"BALDERSON, Troy",B001306,1962,,0.444,0.485,-60.97022,0.9079,631,23,,0.451,0.539
116,House,21924,24,16,OH,200,,,"GONZALEZ, Anthony",G000588,1984,,0.294,0.218,-88.481,0.86819,626,32,,0.292,0.206
116,House,29550,24,1,OH,200,,,"CHABOT, Steve",C000266,1953,,0.573,-0.217,-92.21894,0.86423,632,33,,0.503,0.151
116,House,20344,53,4,OK,200,,,"COLE, Tom",C001053,1949,,0.33,0.357,-108.4929,0.8418,630,42,,0.282,0.398
116,House,21355,53,2,OK,200,,,"MULLIN, Markwayne",M001190,1977,,0.515,0.375,-93.10733,0.85424,591,37,,0.543,0.167
116,House,21760,53,1,OK,200,,,"HERN, Kevin",H001082,1961,,0.677,0.033,-82.06726,0.87713,626,36,,0.689,0.013
116,House,21933,53,5,OK,100,,,"HORN, Kendra",H001083,1976,,-0.171,0.488,-93.05252,0.86269,630,38,,-0.176,0.497
116,House,29393,53,3,OK,200,,,"LUCAS, Frank D.",L000491,1960,,0.362,0.415,-55.56236,0.91041,592,22,,0.326,0.611
116,House,15410,72,4,OR,100,,,"DeFAZIO, Peter Anthony",D000191,1947,,-0.429,0.004,-35.98273,0.9429,612,12,,-0.508,-0.509
116,House,20944,72,5,OR,100,,,"SCHRADER, Kurt",S001180,1951,,-0.19,0.062,-83.13233,0.87395,617,38,,-0.156,0.123
116,House,21198,72,1,OR,100,,,"BONAMICI, Suzanne",B001278,1954,,-0.393,-0.395,-12.18745,0.98087,631,3,,-0.44,-0.335
116,House,29588,72,3,OR,100,,,"BLUMENAUER, Earl",B000574,1948,,-0.427,-0.669,-20.6861,0.96729,622,7,,-0.424,-0.808
116,House,29932,72,2,OR,200,,,"WALDEN, Greg",W000791,1957,,0.334,-0.013,-108.252,0.84143,627,45,,0.265,0.236
116,House,20946,14,15,PA,200,,,"THOMPSON, Glenn",T000467,1959,,0.309,0.388,-75.17194,0.88441,612,21,,0.313,0.406
116,House,21167,14,16,PA,200,,,"KELLY, Mike",K000376,1948,,0.342,0.47,-107.14842,0.83939,612,51,,0.444,0.185
116,House,21170,14,12,PA,200,,,"MARINO, Thomas A.",M001179,1952,,0.352,0.477,-0.28897,0.98751,23,0,,0.0,0.0
116,House,21356,14,10,PA,200,,,"PERRY, Scott",P000605,1962,,0.625,-0.352,-130.64621,0.80889,616,68,,0.577,-0.298
116,House,21358,14,8,PA,100,,,"CARTWRIGHT, Matt",C001090,1961,,-0.371,-0.047,-11.29686,0.98144,603,2,,-0.395,0.011
116,House,21548,14,2,PA,100,,,"BOYLE, Brendan Francis",B001296,1977,,-0.398,0.143,-23.78034,0.96267,625,10,,-0.377,-0.181
116,House,21566,14,3,PA,100,,,"EVANS, Dwight",E000296,1954,,-0.453,-0.079,-10.58573,0.98307,620,2,,-0.451,-0.142
116,House,21718,14,1,PA,200,,,"FITZPATRICK, Brian K.",F000466,1973,,0.18,-0.188,-133.92219,0.80657,623,52,,0.153,-0.118
116,House,21745,14,11,PA,200,,,"SMUCKER, Lloyd K.",S001199,1964,,0.42,0.271,-61.49796,0.90086,589,28,,0.438,0.204
116,House,21756,14,17,PA,100,,,"LAMB, Conor",L000588,1984,,-0.118,0.138,-86.83084,0.87125,630,41,,-0.149,0.254
116,House,21762,14,5,PA,100,,,"SCANLON, Mary Gay",S001205,1959,,-0.486,-0.012,-12.77399,0.9799,629,4,,-0.534,0.07
116,House,21763,14,7,PA,100,,,"WILD, Susan",W000826,1957,,-0.377,0.654,-52.84804,0.91904,626,21,,-0.377,0.651
116,House,21915,14,4,PA,100,,,"DEAN, Madeleine",D000631,1959,,-0.52,0.012,-10.17501,0.98395,629,4,,-0.504,0.0
116,House,21934,14,6,PA,100,,,"HOULAHAN, Christina",H001085,1967,,-0.315,0.591,-35.2031,0.94565,630,11,,-0.321,0.595
116,House,21936,14,13,PA,200,,,"JOYCE, John",J000302,1957,,0.538,0.144,-61.2713,0.90136,590,26,,0.539,0.127
116,House,21945,14,9,PA,200,,,"MEUSER, Dan",M001204,1964,,0.578,0.428,-76.36166,0.88179,607,38,,0.579,0.418
116,House,21956,14,14,PA,200,,,"RESCHENTHALER, Guy",R000610,1983,,0.359,0.413,-73.05376,0.888,615,25,,0.358,0.401
116,House,21985,14,12,PA,200,,,"KELLER, Fred",K000395,1965,,0.475,0.201,-53.41205,0.88242,427,21,,0.476,0.183
116,House,29561,14,18,PA,100,,,"DOYLE, Michael F.",D000482,1953,,-0.33,0.115,-24.35464,0.96054,605,8,,-0.405,-0.35
116,House,20136,5,2,RI,100,,,"LANGEVIN, James",L000559,1964,,-0.376,0.108,-28.88729,0.95504,628,7,,-0.275,-0.061
116,House,21172,5,1,RI,100,,,"CICILLINE, David N.",C001084,1961,,-0.39,-0.286,-19.20689,0.96983,627,6,,-0.452,-0.253
116,House,20138,48,2,SC,200,,,"WILSON, Addison Graves (Joe)",W000795,1947,,0.538,0.108,-97.9564,0.85254,614,43,,0.485,0.159
116,House,21174,48,3,SC,200,,,"DUNCAN, Jeff",D000615,1966,,0.731,-0.189,-94.20485,0.86091,629,34,,0.709,-0.128
116,House,21359,48,7,SC,200,,,"RICE, Tom",R000597,1957,,0.601,-0.282,-141.16929,0.7946,614,74,,0.629,-0.319
116,House,21753,48,5,SC,200,,,"NORMAN, Ralph",N000190,1953,,0.783,-0.182,-75.80523,0.8835,612,38,,0.812,-0.128
116,House,21913,48,1,SC,100,,,"CUNNINGHAM, Joe",C001122,1982,,-0.126,0.451,-109.57757,0.83824,621,42,,-0.127,0.451
116,House,21974,48,4,SC,200,,,"TIMMONS, William",T000480,1984,,0.592,0.173,-72.28663,0.88109,571,28,,0.593,0.157
116,House,39301,48,6,SC,100,,,"CLYBURN, James Enos",C000537,1940,,-0.464,0.254,-23.41305,0.95869,555,7,,-0.341,-0.072
116,House,21935,37,1,SD,200,,,"JOHNSON, Dustin",J000301,1976,,0.488,0.039,-90.88994,0.86585,631,26,,0.489,0.026
116,House,15019,54,5,TN,100,,,"COOPER, James Hayes Shofner",C000754,1954,,-0.162,-0.032,-80.03538,0.87908,621,20,,-0.24,0.232
116,House,20748,54,9,TN,100,,,"COHEN, Stephen",C001068,1949,,-0.399,-0.356,-23.11229,0.96352,622,9,,-0.369,-0.363
116,House,20947,54,1,TN,200,,,"ROE, David P. (Phil)",R000582,1945,,0.485,0.025,-76.50226,0.88267,613,29,,0.446,0.17
116,House,21178,54,3,TN,200,,,"FLEISCHMANN, Chuck",F000459,1962,,0.458,0.307,-84.84562,0.87437,632,40,,0.414,0.384
116,House,21179,54,4,TN,200,,,"DESJARLAIS, Scott",D000616,1964,,0.579,-0.086,-80.74709,0.87601,610,33,,0.542,0.065
116,House,21731,54,8,TN,200,,,"KUSTOFF, David",K000392,1966,,0.534,0.256,-61.25265,0.90535,616,23,,0.52,0.582
116,House,21905,54,2,TN,200,,,"BURCHETT, Timothy",B001309,1964,,0.716,-0.224,-103.50933,0.8467,622,44,,0.717,-0.237
116,House,21926,54,7,TN,200,,,"GREEN, Mark",G000590,1964,,0.715,0.098,-63.33128,0.89048,546,27,,0.723,0.127
116,House,21959,54,6,TN,200,,,"ROSE, John",R000612,1965,,0.687,0.145,-90.12255,0.86328,613,36,,0.688,0.122
116,House,20355,49,26,TX,200,,,"BURGESS, Michael C.",B001248,1950,,0.578,-0.218,-126.31705,0.81621,622,62,,0.631,-0.149
116,House,20356,49,31,TX,200,,,"CARTER, John R.",C001051,1941,,0.473,0.607,-116.33862,0.82104,590,51,,0.542,0.841
116,House,20527,49,1,TX,200,,,"GOHMERT, Louie",G000552,1953,,0.624,-0.331,-130.45737,0.79826,579,66,,0.705,-0.439
116,House,20529,49,9,TX,100,,,"GREEN, Al",G000553,1947,,-0.438,0.315,-21.32027,0.96667,629,11,,-0.401,0.016
116,House,20530,49,10,TX,200,,,"McCAUL, Michael T.",M001157,1962,,0.438,0.09,-116.19015,0.83109,628,49,,0.343,0.24
116,House,20531,49,11,TX,200,,,"CONAWAY, K. Michael",C001062,1948,,0.591,0.367,-69.0375,0.89636,631,32,,0.597,0.535
116,House,20532,49,24,TX,200,,,"MARCHANT, Kenny",M001158,1951,,0.602,0.167,-85.9963,0.85927,567,35,,0.607,0.152
116,House,20533,49,28,TX,100,,,"CUELLAR, Henry",C001063,1955,,-0.227,0.622,-100.41197,0.8531,632,49,,-0.309,0.788
116,House,20948,49,22,TX,200,,,"OLSON, Pete",O000168,1962,,0.55,0.306,-81.65244,0.87414,607,34,,0.596,0.291
116,House,21182,49,17,TX,200,,,"FLORES, Bill",F000461,1954,,0.574,0.285,-94.71113,0.85748,616,35,,0.508,0.201
116,House,21360,49,14,TX,200,,,"WEBER, Randy",W000814,1953,,0.708,0.04,-93.46783,0.85772,609,42,,0.718,0.026
116,House,21362,49,20,TX,100,,,"CASTRO, Joaquin",C001091,1974,,-0.399,-0.011,-27.10764,0.95646,609,10,,-0.62,-0.065
116,House,21364,49,25,TX,200,,,"WILLIAMS, Roger",W000816,1949,,0.589,0.091,-94.11031,0.85746,612,39,,0.566,0.047
116,House,21365,49,33,TX,100,,,"VEASEY, Marc",V000131,1971,,-0.403,0.287,-26.93574,0.95815,630,8,,-0.299,0.031
116,House,21366,49,34,TX,100,,,"VELA, Filemon",V000132,1963,,-0.312,0.415,-81.36465,0.87848,628,30,,-0.492,0.579
116,House,21549,49,4,TX,200,,,"RATCLIFFE, John",R000601,1965,,0.695,0.116,-69.46354,0.88583,573,30,,0.655,0.122
116,House,21550,49,23,TX,200,,,"HURD, William Ballard",H001073,1977,,0.294,0.221,-148.41551,0.78681,619,62,,0.209,0.314
116,House,21551,49,36,TX,200,,,"BABIN, Brian",B001291,1948,,0.695,0.133,-97.33663,0.85229,609,44,,0.691,0.198
116,House,21700,49,19,TX,200,,,"ARRINGTON, Jodey Cook",A000375,1972,,0.623,-0.042,-110.24067,0.83782,623,60,,0.645,-0.129
116,House,21722,49,15,TX,100,,,"GONZALEZ, Vicente Jr.",G000581,1967,,-0.377,0.668,-72.00862,0.88761,604,30,,-0.518,0.856
116,House,21758,49,27,TX,200,,,"CLOUD, Michael",C001115,1975,,0.643,-0.248,-127.78707,0.81509,625,55,,0.64,-0.252
116,House,21900,49,32,TX,100,,,"ALLRED, Colin",A000376,1983,,-0.438,0.638,-35.3198,0.94419,615,15,,-0.449,0.653
116,House,21911,49,2,TX,200,,,"CRENSHAW, Daniel",C001120,1984,,0.389,0.379,-73.67558,0.8883,622,32,,0.389,0.367
116,House,21917,49,16,TX,100,,,"ESCOBAR, Veronica",E000299,1969,,-0.476,-0.288,-10.39575,0.98353,626,5,,-0.452,-0.308
116,House,21919,49,7,TX,100,,,"FLETCHER, Elizabeth",F000468,1975,,-0.425,0.855,-60.30141,0.90872,630,29,,-0.425,0.859
116,House,21922,49,29,TX,100,,,"GARCIA, Sylvia",G000587,1950,,-0.764,0.549,-43.65218,0.93326,632,13,,-0.764,0.55
116,House,21925,49,5,TX,200,,,"GOODEN, Lance",G000589,1982,,0.727,0.093,-65.25573,0.89933,615,25,,0.723,0.128
116,House,21961,49,21,TX,200,,,"ROY, Charles",R000614,1972,,0.8,-0.6,-118.04749,0.82663,620,45,,1.0,-0.03
116,House,21973,49,3,TX,200,,,"TAYLOR, Nicholas",T000479,1972,,0.549,-0.149,-118.26437,0.8286,629,55,,0.549,-0.158
116,House,21984,49,6,TX,200,,,"WRIGHT, Ron",W000827,1953,,0.737,-0.044,-54.39104,0.89789,505,20,,0.736,-0.05
116,House,29571,49,35,TX,100,,,"DOGGETT, Lloyd Alton, II",D000399,1946,,-0.403,-0.313,-31.1741,0.95026,611,9,,-0.386,-0.461
116,House,29572,49,13,TX,200,,,"THORNBERRY, William McClellan (Mac)",T000238,1958,,0.524,0.309,-96.45596,0.8544,613,45,,0.497,0.267
116,House,29573,49,18,TX,100,,,"JACKSON LEE, Sheila",J000032,1950,,-0.46,0.129,-17.29982,0.97253,621,8,,-0.541,-0.188
116,House,29760,49,8,TX,200,,,"BRADY, Kevin Patrick",B000755,1955,,0.524,0.216,-99.43294,0.84586,594,45,,0.582,0.21
116,House,29762,49,12,TX,200,,,"GRANGER, Kay",G000377,1943,,0.397,0.239,-93.6303,0.8528,588,43,,0.438,0.338
116,House,39305,49,30,TX,100,,,"JOHNSON, Eddie Bernice",J000126,1935,,-0.485,0.204,-19.6424,0.96896,623,8,,-0.375,0.029
116,House,20357,67,1,UT,200,,,"BISHOP, Robert (Rob)",B001250,1951,,0.536,0.105,-117.18056,0.82259,600,56,,0.576,-0.002
116,House,21367,67,2,UT,200,,,"STEWART, Chris",S001192,1960,,0.529,0.156,-73.26992,0.88921,624,35,,0.541,0.331
116,House,21755,67,3,UT,200,,,"CURTIS, John R.",C001114,1960,,0.549,0.025,-73.79477,0.88149,585,35,,0.549,0.033
116,House,21943,67,4,UT,100,,,"McADAMS, Ben",M001209,1974,,-0.072,0.278,-177.69877,0.75423,630,66,,-0.07,0.253
116,House,20750,6,1,VT,100,,,"WELCH, Peter",W000800,1947,,-0.409,-0.349,-16.88705,0.97304,618,7,,-0.599,-0.225
116,House,20756,40,1,VA,200,,,"WITTMAN, Robert J.",W000804,1959,,0.444,-0.02,-114.94341,0.8325,627,51,,0.532,0.141
116,House,20952,40,11,VA,100,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950,,-0.306,-0.012,-43.87075,0.93232,626,20,,-0.22,-0.065
116,House,21191,40,9,VA,200,,,"GRIFFITH, H. Morgan",G000568,1958,,0.553,-0.437,-147.05965,0.78884,620,64,,0.573,-0.347
116,House,21554,40,8,VA,100,,,"BEYER, Donald Sternoff Jr.",B001292,1950,,-0.386,-0.045,-15.4036,0.97562,624,6,,-0.36,-0.29
116,House,21736,40,4,VA,100,,,"MCEACHIN, Aston Donald",M001200,1961,,-0.39,-0.092,-25.52454,0.95004,498,12,,-0.35,0.027
116,House,21908,40,6,VA,200,,,"CLINE, Benjamin",C001118,1972,,0.718,-0.204,-102.28937,0.85057,632,44,,0.717,-0.214
116,House,21941,40,2,VA,100,,,"LURIA, Elaine",L000591,1975,,-0.174,0.35,-86.81529,0.87012,624,41,,-0.179,0.359
116,House,21957,40,5,VA,200,,,"RIGGLEMAN, Denver",R000611,1970,,0.486,-0.057,-102.019,0.85006,628,35,,0.482,-0.053
116,House,21966,40,7,VA,100,,,"SPANBERGER, Abigail",S001209,1979,,-0.186,0.488,-77.54148,0.88419,630,29,,-0.178,0.476
116,House,21983,40,10,VA,100,,,"WEXTON, Jennifer",W000825,1968,,-0.41,0.496,-22.91075,0.96434,631,12,,-0.377,0.449
116,House,39307,40,3,VA,100,,,"SCOTT, Robert C.",S000185,1947,,-0.45,0.015,-36.32416,0.94406,631,13,,-0.301,0.055
116,House,20145,73,2,WA,100,,,"LARSEN, Richard Ray (Rick)",L000560,1965,,-0.365,0.189,-30.64854,0.95244,629,9,,-0.497,0.182
116,House,20535,73,5,WA,200,,,"McMORRIS RODGERS, Cathy",M001159,1969,,0.424,0.116,-106.52729,0.8426,622,47,,0.399,-0.039
116,House,21187,73,3,WA,200,,,"HERRERA BEUTLER, Jaime",H001056,1978,,0.358,-0.193,-103.09534,0.80038,463,52,,0.264,-0.006
116,House,21368,73,6,WA,100,,,"KILMER, Derek",K000381,1974,,-0.309,-0.013,-26.11833,0.95952,632,13,,-0.394,0.399
116,House,21369,73,10,WA,100,,,"HECK, Denny",H001064,1952,,-0.31,-0.13,-14.35978,0.97718,622,4,,-0.279,-0.248
116,House,21556,73,4,WA,200,,,"NEWHOUSE, Daniel Milton",N000189,1955,,0.348,0.231,-87.628,0.86918,625,39,,0.323,0.273
116,House,21726,73,7,WA,100,,,"JAYAPAL, Pramila",J000298,1965,,-0.697,-0.224,-15.7835,0.97522,629,8,,-0.603,-0.674
116,House,21962,73,8,WA,100,,,"SCHRIER, Kim",S001216,1968,,-0.341,0.446,-29.8444,0.95388,632,16,,-0.341,0.447
116,House,29768,73,9,WA,100,,,"SMITH, Adam",S000510,1965,,-0.284,-0.16,-13.58103,0.9783,619,6,,-0.339,-0.308
116,House,31101,73,1,WA,100,,,"DelBENE, Suzan K.",D000617,1962,,-0.28,-0.229,-15.34457,0.97598,631,2,,-0.35,-0.178
116,House,21188,56,1,WV,200,,,"McKINLEY, David",M001180,1947,,0.302,0.188,-105.6463,0.84606,632,44,,0.336,0.381
116,House,21557,56,2,WV,200,,,"MOONEY, Alex X.",M001195,1971,,0.577,-0.289,-144.27068,0.79475,628,63,,0.573,-0.275
116,House,21946,56,3,WV,200,,,"MILLER, Carol",M001205,1950,,0.462,0.397,-68.37559,0.89699,629,26,,0.463,0.388
116,House,14657,25,5,WI,200,,,"SENSENBRENNER, Frank James, Jr.",S000244,1943,,0.639,-0.585,-143.30419,0.76952,547,73,,0.576,-0.262
116,House,20537,25,4,WI,100,,,"MOORE, Gwendolynne S. (Gwen)",M001160,1951,,-0.529,-0.248,-22.28354,0.96481,622,11,,-0.616,-0.21
116,House,21189,25,7,WI,200,,,"DUFFY, Sean",D000614,1971,,0.511,-0.109,-100.93909,0.79459,439,46,,0.515,0.012
116,House,21370,25,2,WI,100,,,"POCAN, Mark",P000607,1964,,-0.543,-0.528,-23.3461,0.96305,620,6,,-0.454,-0.841
116,House,21559,25,6,WI,200,,,"GROTHMAN, Glenn",G000576,1955,,0.614,-0.291,-132.49142,0.80419,608,63,,0.623,-0.339
116,House,21720,25,8,WI,200,,,"GALLAGHER, Michael",G000579,1984,,0.44,-0.049,-133.39849,0.80753,624,57,,0.388,-0.008
116,House,21970,25,1,WI,200,,,"STEIL, Bryan",S001213,1981,,0.417,-0.053,-106.41926,0.84321,624,46,,0.417,-0.068
116,House,29769,25,3,WI,100,,,"KIND, Ron",K000188,1963,,-0.262,-0.083,-55.76566,0.91181,604,22,,-0.228,0.102
116,House,21710,68,1,WY,200,,,"CHENEY, Liz",C001109,1966,,0.507,0.502,-95.55201,0.85479,609,46,,0.498,0.598
116,Senate,41705,41,0,AL,100,,,"JONES, Gordon Douglas (Doug)",J000300,1954,,-0.091,0.207,-49.19172,0.88694,410,22,,-0.077,0.283
116,Senate,94659,41,0,AL,200,,,"SHELBY, Richard C.",S000320,1934,,0.428,0.516,-31.41948,0.92809,421,16,,0.434,0.024
116,Senate,40300,81,0,AK,200,,,"MURKOWSKI, Lisa",M001153,1957,,0.21,-0.286,-21.93395,0.94558,392,5,,0.263,-0.311
116,Senate,41500,81,0,AK,200,,,"SULLIVAN, Daniel Scott",S001198,1964,,0.472,0.115,-26.32568,0.93839,414,10,,0.488,0.193
116,Senate,21300,61,0,AZ,100,,,"SINEMA, Kyrsten",S001191,1976,,-0.102,0.058,-55.16585,0.87087,399,16,,-0.053,0.2
116,Senate,21501,61,0,AZ,200,,,"McSALLY, Martha",M001197,1966,,0.346,0.024,-25.91937,0.94015,420,9,,0.34,0.369
116,Senate,20101,42,0,AR,200,,,"BOOZMAN, John",B001236,1950,,0.4,0.245,-17.30117,0.95983,422,6,,0.329,0.225
116,Senate,21301,42,0,AR,200,,,"COTTON, Tom",C001095,1977,,0.579,0.099,-43.78233,0.90101,420,19,,0.448,-0.026
116,Senate,41701,71,0,CA,100,,,"HARRIS, Kamala Devi",H001075,1964,,-0.72,-0.096,-12.1601,0.93769,189,4,,-0.775,-0.183
116,Senate,49300,71,0,CA,100,,,"FEINSTEIN, Dianne",F000062,1933,,-0.268,-0.199,-52.11386,0.88383,422,15,,-0.261,-0.096
116,Senate,21112,62,0,CO,200,,,"GARDNER, Cory",G000562,1974,,0.446,-0.011,-24.23723,0.94367,418,11,,0.322,0.114
116,Senate,40910,62,0,CO,100,,,"BENNET, Michael F.",B001267,1964,,-0.219,-0.151,-77.22342,0.7844,318,36,,-0.285,-0.146
116,Senate,20707,1,0,CT,100,,,"MURPHY, Christopher",M001169,1973,,-0.277,-0.194,-98.48996,0.79097,420,43,,-0.156,-0.318
116,Senate,41101,1,0,CT,100,,,"BLUMENTHAL, Richard",B001277,1946,,-0.429,-0.075,-60.52807,0.86549,419,29,,-0.456,0.021
116,Senate,15015,11,0,DE,100,,,"CARPER, Thomas Richard",C000174,1947,,-0.175,-0.23,-80.86526,0.82449,419,25,,-0.189,-0.337
116,Senate,40916,11,0,DE,100,,,"COONS, Christopher A.",C001088,1963,,-0.223,-0.214,-43.9591,0.89786,408,14,,-0.18,-0.241
116,Senate,41102,43,0,FL,200,,,"RUBIO, Marco",R000595,1971,,0.574,-0.28,-33.90908,0.91987,406,15,,0.556,-0.169
116,Senate,41903,43,0,FL,200,,,"SCOTT, Richard Lynn (Rick)",S001217,1952,,0.498,0.144,-28.67895,0.93338,416,18,,0.489,0.156
116,Senate,29909,44,0,GA,200,,,"ISAKSON, Johnny",I000055,1944,,0.402,-0.011,-10.54373,0.96184,271,2,,0.336,0.153
116,Senate,41501,44,0,GA,200,,,"PERDUE, David Alfred, Jr.",P000612,1949,,0.571,-0.092,-26.39229,0.93408,387,14,,0.456,0.264
116,Senate,41904,44,0,GA,200,,,"LOEFFLER, Kelly",L000594,1970,,0.367,-0.296,-0.09886,0.99692,32,0,,0.667,0.399
116,Senate,20713,82,0,HI,100,,,"HIRONO, Mazie",H001042,1947,,-0.509,-0.091,-55.04645,0.87291,405,27,,-0.582,-0.019
116,Senate,41112,82,0,HI,100,,,"SCHATZ, Brian Emanuel",S001194,1972,,-0.441,-0.086,-61.78381,0.8629,419,25,,-0.471,-0.062
116,Senate,29345,63,0,ID,200,,,"CRAPO, Michael Dean",C000880,1951,,0.51,0.29,-21.53973,0.94977,418,9,,0.478,0.71
116,Senate,40902,63,0,ID,200,,,"RISCH, James",R000584,1943,,0.632,0.565,-17.15404,0.95941,414,10,,0.609,0.613
116,Senate,15021,21,0,IL,100,,,"DURBIN, Richard Joseph",D000563,1944,,-0.353,-0.33,-85.07641,0.81464,415,49,,-0.298,-0.08
116,Senate,21325,21,0,IL,100,,,"DUCKWORTH, Tammy",D000622,1968,,-0.334,0.11,-57.82721,0.86602,402,25,,-0.384,0.262
116,Senate,21133,22,0,IN,200,,,"YOUNG, Todd",Y000064,1972,,0.478,-0.005,-46.78657,0.89314,414,22,,0.479,-0.4
116,Senate,41900,22,0,IN,200,,,"BRAUN, Michael",B001310,1954,,0.8,0.6,-25.58623,0.94104,421,12,,0.824,0.566
116,Senate,14226,31,0,IA,200,,,"GRASSLEY, Charles Ernest",G000386,1933,,0.346,-0.067,-45.99515,0.89674,422,16,,0.528,0.064
116,Senate,41502,31,0,IA,200,,,"ERNST, Joni",E000295,1970,,0.529,-0.001,-33.20627,0.92328,416,14,,0.569,-0.009
116,Senate,14852,32,0,KS,200,,,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.413,-0.092,-12.71399,0.96817,393,0,,0.315,0.206
116,Senate,29722,32,0,KS,200,,,"MORAN, Jerry",M000934,1954,,0.413,0.211,-56.93939,0.86219,384,19,,0.372,-0.323
116,Senate,14921,51,0,KY,200,,,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.403,-0.0,-34.2029,0.92215,422,9,,0.32,0.065
116,Senate,41104,51,0,KY,200,,,"PAUL, Rand",P000603,1963,,0.878,-0.479,-101.69448,0.76734,384,51,,0.901,-0.435
116,Senate,20919,45,0,LA,200,,,"CASSIDY, Bill",C001075,1957,,0.455,-0.096,-23.18474,0.94185,387,11,,0.49,0.1
116,Senate,41703,45,0,LA,200,,,"KENNEDY, John Neely",K000393,1951,,0.555,0.272,-40.14472,0.90694,411,19,,0.636,-0.071
116,Senate,41300,2,0,ME,328,,,"KING, Angus Stanley, Jr.",K000383,1944,,-0.155,-0.232,-47.25565,0.89406,422,17,,-0.165,-0.233
116,Senate,49703,2,0,ME,200,,,"COLLINS, Susan Margaret",C001035,1952,,0.112,-0.544,-35.89054,0.91847,422,8,,0.132,-0.432
116,Senate,15408,52,0,MD,100,,,"CARDIN, Benjamin Louis",C000141,1943,,-0.321,-0.231,-72.34412,0.84142,419,30,,-0.271,-0.039
116,Senate,20330,52,0,MD,100,,,"VAN HOLLEN, Christopher",V000128,1959,,-0.389,-0.185,-66.08726,0.85472,421,22,,-0.366,-0.277
116,Senate,14435,3,0,MA,100,,,"MARKEY, Edward John",M000133,1946,,-0.51,-0.449,-52.64668,0.87782,404,16,,-0.605,-0.771
116,Senate,41301,3,0,MA,100,,,"WARREN, Elizabeth",W000817,1949,,-0.766,-0.269,-9.95987,0.95389,211,4,,-0.808,-0.448
116,Senate,20923,23,0,MI,100,,,"PETERS, Gary C.",P000595,1958,,-0.246,-0.202,-79.28513,0.82871,422,38,,-0.316,-0.075
116,Senate,29732,23,0,MI,100,,,"STABENOW, Deborah Ann",S000770,1950,,-0.341,-0.001,-88.80152,0.80736,415,44,,-0.39,-0.154
116,Senate,40700,33,0,MN,100,,,"KLOBUCHAR, Amy",K000367,1960,,-0.276,-0.329,-117.05096,0.65029,272,61,,-0.482,-0.564
116,Senate,41706,33,0,MN,100,,,"SMITH, Tina",S001203,1958,,-0.39,-0.095,-56.58873,0.87451,422,24,,-0.412,-0.076
116,Senate,29534,46,0,MS,200,,,"WICKER, Roger F.",W000437,1951,,0.376,0.352,-19.09505,0.95566,421,6,,0.356,0.22
116,Senate,41707,46,0,MS,200,,,"HYDE-SMITH, Cindy",H001079,1959,,0.367,0.239,-11.76922,0.97211,416,3,,0.335,0.313
116,Senate,29735,34,0,MO,200,,,"BLUNT, Roy",B000575,1950,,0.427,0.28,-20.32898,0.95253,418,7,,0.327,0.164
116,Senate,41901,34,0,MO,200,,,"HAWLEY, Joshua David",H001089,1979,,0.581,-0.333,-35.59611,0.91911,422,18,,0.589,-0.338
116,Senate,21338,64,0,MT,200,,,"DAINES, Steve",D000618,1962,,0.554,-0.111,-38.53932,0.91132,415,24,,0.615,-0.209
116,Senate,40702,64,0,MT,100,,,"TESTER, Jon",T000464,1956,,-0.218,0.145,-55.6029,0.87655,422,21,,-0.254,0.145
116,Senate,41302,35,0,NE,200,,,"FISCHER, Debra (Deb)",F000463,1951,,0.475,0.33,-16.3199,0.96153,416,7,,0.506,0.446
116,Senate,41503,35,0,NE,200,,,"SASSE, Benjamin Eric",S001197,1972,,0.802,-0.242,-23.48398,0.94472,413,9,,0.752,-0.157
116,Senate,21743,65,0,NV,100,,,"ROSEN, Jacklyn Sheryl",R000608,1957,,-0.27,0.267,-41.73317,0.9052,419,10,,-0.301,0.305
